t,x_1,x_2,x_3,x_4,x_5,x_6,fb,fa,Tr,dx_dt_1,dx_dt_2,dx_dt_3,dx_dt_4,dx_dt_5,dx_dt_6
2730.0,0.11018107628363172,0.4109530753016822,0.01963786471613727,0.2678505870397112,0.08621075984717687,0.10519468909506288,6.091109369944852,2.4,359.2602712666015,3.981515156358092e-05,8.90604322941464e-05,4.6065257585e-05,-9.844578910727523e-05,-4.1039777414279034e-05,-3.556844782298496e-05
2760.0,0.11137553083053915,0.4136248882705066,0.021019822443687268,0.26489721336649297,0.0849795665247485,0.10412763566037334,6.091109369944852,2.4,360.33692543227056,-1.4475989778826791e-05,-4.7134204296051504e-05,-4.5600945387548225e-05,6.535578255968281e-05,1.3650578158750077e-05,2.8105303235923763e-05
2790.0,0.11094125113717435,0.412210862141625,0.019651794082060824,0.2668578868432835,0.085389083869511,0.10497079475745105,6.091109369944852,2.4,358.04365273065764,7.068683679917788e-05,0.0001534324587476938,6.981062658947042e-05,-0.00016545665335588512,-6.871903982830815e-05,-5.984166487141308e-05
2820.0,0.11306185624114967,0.41681383590405585,0.021746112879744935,0.2618941872426069,0.08332751267466175,0.10317554481130865,6.091109369944852,2.4,359.95390861243766,-2.3413549761577246e-05,-7.187938769570939e-05,-6.185334963490231e-05,9.696207989254909e-05,1.7465424151467404e-05,4.264192955804348e-05
2850.0,0.11235944974830236,0.4146574542731846,0.01989051239069787,0.26480304963938334,0.08385147539920577,0.10445480269804996,6.091109369944852,2.4,357.4059133773691,7.398377688577418e-05,0.00016317855904328184,8.066268862115404e-05,-0.0001783628401105935,-7.549966202998078e-05,-6.403007426926943e-05
2880.0,0.11457896305487558,0.41955281104448305,0.02231039304933249,0.25945216443606556,0.08158648553830636,0.10253390046997188,6.091109369944852,2.4,359.69751802275584,-3.4274613023127626e-05,-9.67763470258867e-05,-7.224408090692138e-05,0.000125026957761194,2.3562893796776567e-05,5.464581338612444e-05
2910.0,0.11355072466418176,0.4166495206337064,0.02014307062212485,0.26320297316890134,0.08229337235220965,0.10417327487155562,6.091109369944852,2.4,360.10534641584525,-3.371968639683726e-05,-4.2047277148552506e-05,4.867438069131105e-05,1.6675828277904385e-05,3.057600632601116e-06,7.306964251072583e-06
2940.0,0.11253913407227663,0.41538810231924983,0.021603302042864182,0.2637032480172385,0.0823851003711877,0.10439248379908778,6.091109369944852,2.4,369.0186974152616,-0.0004199997261439117,-0.0008964543679249896,-0.00039722271386381677,0.0009529274314433884,0.0004263751728523382,0.0003343283304986839
2970.0,0.09993914228795929,0.3884944712815001,0.009686620626949676,0.29229107096054013,0.09517635555675784,0.11442233371404831,6.091109369944852,2.4,378.2085724487174,-0.0006880773544493741,-0.0008304808649276194,0.0008305795323736249,0.00028482297238724067,0.0003910694774848705,1.204591605026713e-05
3000.0,0.07929682165447806,0.36358004533367155,0.034604006598158425,0.30083576013215735,0.10690843988130395,0.1147837111955563,6.091109369944852,2.4,373.15000047365413,-1.2961686487584253e-05,-0.0012214922883021088,-0.0033470092424651003,0.0024170752244472207,0.0014337343778480897,0.0007306181739665141
