t,x_1,x_2,x_3,x_4,x_5,x_6,fb,fa,Tr,dx_dt_1,dx_dt_2,dx_dt_3,dx_dt_4,dx_dt_5,dx_dt_6
1440.0,0.1112286937170934,0.4098166167218567,0.020241268684628222,0.2693829777287519,0.0903224758805967,0.10620408894559161,6.091109369944852,2.4,360.3789328878773,-7.97395324068722e-06,-1.2917538342634583e-06,-1.7430517110051658e-06,-1.8791552925267416e-06,-1.3002296526082345e-05,-3.1415070804882562e-06
1470.0,0.11098947511987278,0.4097778641068288,0.020188977133298067,0.2693266030699761,0.08993240698481425,0.10610984373317696,6.091109369944852,2.4,360.42373124046316,-7.045063366972706e-06,-1.2762148464445483e-06,-1.7526692612107206e-06,-1.442520402545503e-06,-1.1302938973481504e-05,-2.698582178611445e-06
1500.0,0.11077812321886361,0.4097395776614355,0.020136397055461743,0.26928332745789973,0.08959331881560981,0.10602888626781862,6.091109369944852,2.4,360.46211980029466,-6.1716705637052385e-06,-9.714270852977488e-07,-1.3021733144581436e-06,-1.5271364542832657e-06,-9.965854281927002e-06,-2.491267657216107e-06
1530.0,0.11059297310195246,0.40971043484887654,0.020097331856027998,0.2692375133642712,0.089294343187152,0.10595414823810213,6.091109369944852,2.4,360.49665253626586,-5.444140747798621e-06,-9.826060022084185e-07,-1.3959856622483288e-06,-1.1236666713812303e-06,-8.652221240328278e-06,-2.116247747907591e-06
1560.0,0.11042964887951849,0.40968095666881027,0.020055452286160548,0.2692038033641298,0.08903477654994214,0.1058906608056649,6.091109369944852,2.4,360.5266179168099,-4.776290031348482e-06,-7.263617574566809e-07,-9.59179840842587e-07,-1.244420787847625e-06,-7.648509582075459e-06,-1.974002100063192e-06
1590.0,0.11028636017857804,0.4096591658160866,0.020026676890935274,0.2691664707404944,0.08880532126247988,0.105831440742663,6.091109369944852,2.4,360.5530119384719,-4.1996612644177455e-06,-7.500451267907841e-07,-1.1216234799757599e-06,-8.735145960357869e-07,-6.631097474319724e-06,-1.6555099822601965e-06
1620.0,0.1101603703406455,0.4096366644622828,0.019993028186535998,0.26914026530261337,0.08860638833825028,0.10578177544319518,6.091109369944852,2.4,360.5765924792983,-3.69922953761042e-06,-5.4504255456933e-07,-6.941897971998714e-07,-1.011953020554711e-06,-5.876246258809738e-06,-1.5613177069051795e-06
1650.0,0.11004939345451718,0.40962031318564573,0.019972202492620002,0.2691099067119967,0.088430100950486,0.10573493591198803,6.091109369944852,2.4,360.5964930201722,-3.2322925751483233e-06,-5.647365030115563e-07,-9.088787386850107e-07,-6.79720649752287e-07,-5.089261889646558e-06,-1.2927322756326832e-06
1680.0,0.10995242467726274,0.4096033710905554,0.019944936130459452,0.2690895150925042,0.0882774230937966,0.10569615394371905,6.091109369944852,2.4,360.6153129945129,-2.8704481380915134e-06,-4.164744127511477e-07,-4.92318376246917e-07,-8.160011740987792e-07,-4.5172344567993215e-06,-1.230902654995431e-06
1710.0,0.10986631123311999,0.40959087685817286,0.019930166579172046,0.2690650350572812,0.08814190606009262,0.1056592268640692,6.091109369944852,2.4,360.62996825545457,-2.4791558472439636e-06,-4.1320405110607965e-07,-7.404755437318395e-07,-5.352083733795115e-07,-3.913583679908761e-06,-1.0098854542175136e-06
1740.0,0.10979193655770268,0.40957848073663966,0.019907952312860088,0.2690489788060798,0.08802449854969537,0.10562893030044268,6.091109369944852,2.4,360.64533238745463,-2.2351356433314023e-06,-3.3185850463128887e-07,-3.4307975223058913e-07,-6.451695418128522e-07,-3.471375384143369e-06,-9.645420904663436e-07
1770.0,0.10972488248840273,0.40956852498150076,0.01989765992029317,0.2690296237198254,0.08792035728817106,0.10559999403772868,6.091109369944852,2.4,360.6556614609972,-1.8905925926745745e-06,-2.8293930990550967e-07,-6.015308425086447e-07,-4.3654638761304533e-07,-3.019146972887741e-06,-7.932291374985575e-07
1800.0,0.1096681647106225,0.40956003680220354,0.01987961399501791,0.26901652732819703,0.08782978287898444,0.10557619716360372,6.091109369944852,2.4,360.66863647097637,-1.75077654594863e-06,-2.851697046676138e-07,-2.399372995143626e-07,-4.887687502812969e-07,-2.6623245181945102e-06,-7.468906844906203e-07
1830.0,0.10961564141424404,0.4095514817110635,0.019872415876032477,0.2690018642656886,0.0877499131434386,0.10555379044306902,6.091109369944852,2.4,360.6752798367958,-1.4273227022358043e-06,-1.6217359798413907e-07,-4.785242587641087e-07,-3.8346405756941903e-07,-2.3425529538656983e-06,-6.32602524434298e-07
1860.0,0.10957282173317698,0.40954661650312396,0.019858060148269557,0.2689903603439615,0.08767963655482261,0.10553481236733599,6.091109369944852,2.4,360.68676441080294,-1.3846603941019908e-06,-2.732508128291921e-07,-1.8005577883014917e-07,-3.3581781782733405e-07,-2.0314510875400183e-06,-5.646142399762685e-07
1890.0,0.10953128192135392,0.4095384189787391,0.01985265847490465,0.26898028580942673,0.08761869302219642,0.10551787394013669,6.091109369944852,2.4,360.69011694487193,-1.0579978202895506e-06,-3.916295812920243e-08,-3.5825056709579653e-07,-3.790534434956563e-07,-1.8370112866307874e-06,-5.210758304225998e-07
1920.0,0.10949954198674523,0.4095372440899952,0.019841910957891774,0.26896891420612185,0.0875635826835975,0.10550224166522401,6.091109369944852,2.4,360.70090266865225,-1.111831852939914e-06,-2.9575837373141864e-07,-1.642929722902941e-07,-1.742741409356315e-07,-1.5332745881286223e-06,-4.0569255217847563e-07
1950.0,0.10946618703115703,0.4095283713387833,0.019836982168723066,0.2689636859818938,0.08751758444595364,0.10549007088865867,6.091109369944852,2.4,360.70112847465293,-7.570808468038863e-07,9.888030917970118e-08,-2.2669315442498222e-07,-4.304968391050665e-07,-1.468857189781095e-06,-4.5486362195804603e-07
1980.0,0.1094434746057529,0.40953133774805867,0.019830181374090317,0.2689507710767206,0.08747351873026021,0.10547642497999993,6.091109369944852,2.4,360.7119549323649,-9.134297552413043e-07,-3.551305631790275e-07,-1.974714068272217e-07,9.735286967739145e-09,-1.1320142136634393e-06,-2.5876882882352177e-07
2010.0,0.10941607171309567,0.4095206838311633,0.0198242572318855,0.2689510631353296,0.0874395583038503,0.10546866191513521,6.091109369944852,2.4,360.70898138893506,-5.029237215014491e-07,2.6726913995516897e-07,-6.771433962889685e-08,-5.503729867044033e-07,-1.2152552189546506e-06,-4.334983763187423e-07
2040.0,0.10940098400145062,0.40952870190536195,0.01982222580169663,0.2689345519457285,0.08740310064728167,0.10545565696384565,6.091109369944852,2.4,360.72058944630544,-7.753469913676247e-07,-4.566687742557948e-07,-2.8899532168914423e-07,2.3283438312564518e-07,-7.989729159308155e-07,-1.1246714000653261e-07
2070.0,0.1093777235917096,0.40951500184213424,0.01981355594204596,0.2689415369772223,0.08737913145980374,0.10545228294964545,6.091109369944852,2.4,360.71407408658956,-2.7584714256708584e-07,4.8599161174925e-07,1.386045321188054e-07,-7.588064813166498e-07,-1.0629925818103855e-06,-4.603455767765627e-07
2100.0,0.10936944817743259,0.40952958159048675,0.019817714078009523,0.26891877278278276,0.08734724168234943,0.10543847258234215,6.091109369944852,2.4,360.72726324689364,-6.871481653279129e-07,-6.088187822936343e-07,-4.5393404335318213e-07,5.156393974631123e-07,-5.105426443509931e-07,4.540879628623852e-08
2130.0,0.10934883373247274,0.4095113170270179,0.01980409605670893,0.26893424196470667,0.0873319254030189,0.10543983484623075,6.091109369944852,2.4,360.7165198940777,-5.5911654218222945e-08,7.830658773788785e-07,4.182525416544904e-07,-1.0870256063998303e-06,-1.0084475478158983e-06,-5.436500591046605e-07
2160.0,0.1093471563828462,0.4095348090033392,0.019816643632958562,0.26890163119651467,0.08730167197658442,0.10542352534445762,6.091109369944852,2.4,360.7322202822399,-6.412205159954999e-07,-8.238309832947667e-07,-7.148084630913504e-07,8.846297949045016e-07,-2.4664529086917726e-07,2.2894453364866536e-07
2190.0,0.10932791976736633,0.40951009407384037,0.019795199379065823,0.2689281700903618,0.08729427261785835,0.10543039368046707,6.091109369944852,2.4,360.7160768291608,1.801500498457539e-07,1.2001359825805206e-06,8.067033331328311e-07,-1.5834274149214938e-06,-1.059095534274451e-06,-6.984924128984642e-07
2220.0,0.1093333242688617,0.40954609815331783,0.019819400479059807,0.26888066726791415,0.08726249975183012,0.10540943890808012,6.091109369944852,2.4,360.73545774928783,-6.322494224449445e-07,-1.119275777237682e-06,-1.1045577908735122e-06,1.3753412729029195e-06,1.0624713272941086e-08,4.5576356382490427e-07
2250.0,0.10931435678618835,0.40951251988000065,0.019786263745333602,0.2689219275061013,0.08726281849322831,0.10542311181499486,6.091109369944852,2.4,360.7119897631881,4.638075759943455e-07,1.8023095712822523e-06,1.3543774243445645e-06,-2.32428365665021e-06,-1.2373925514150031e-06,-9.504039131502382e-07
2280.0,0.10932827101346818,0.4095665891671391,0.01982689506806394,0.2688521989964018,0.08722569671668585,0.10539459969760034,6.091109369944852,2.4,360.7366538664747,-6.5741770041824e-07,-1.5216552395571149e-06,-1.6716728829246763e-06,2.0385054288464555e-06,2.786153552217997e-07,7.499486983543817e-07
2310.0,0.10930854848245564,0.4095209395099524,0.0197767448815762,0.26891335415926715,0.08723405517734252,0.10541709815855098,6.091109369944852,2.4,360.70267992766713,8.432741745280697e-07,2.6961848189441426e-06,2.135942719203587e-06,-3.433314123724426e-06,-1.5887691997589507e-06,-1.342145845966689e-06
2340.0,0.10933384670769149,0.4096018250545207,0.019840823163152305,0.2688103547355554,0.08718639210134975,0.10537683378317199,6.091109369944852,2.4,360.73505484721613,-7.184824279423422e-07,-2.075168799885187e-06,-2.4895595647407186e-06,2.9528981803425625e-06,5.770718729723902e-07,1.147782540888056e-06
2370.0,0.10931229223485321,0.40953956999052415,0.019766136376210084,0.2688989416809657,0.08720370425753893,0.10541126725939863,6.091109369944852,2.4,360.6851553940262,1.3994727196915682e-06,4.0641227468538455e-06,3.2670259499633317e-06,-5.118764545331971e-06,-2.1972631820410567e-06,-1.9467728674800683e-06
2400.0,0.10935427641644396,0.40966149367292976,0.019864147154708984,0.26874537874460575,0.0871377863620777,0.10535286407337423,6.091109369944852,2.4,360.72933531718604,-8.28537014397291e-07,-2.8626168128989602e-06,-3.6744046095404176e-06,4.253213849287957e-06,9.349188952498116e-07,1.709656524042759e-06
2430.0,0.10932942030601203,0.40957561516854285,0.01975391501642277,0.26887297516008435,0.08716583392893519,0.10540415376909551,6.091109369944852,2.4,360.6538821125743,2.2775211585396024e-06,6.2320649813945885e-06,4.935622871679587e-06,-7.746430636199855e-06,-3.2162293029515513e-06,-2.8937038182232737e-06
2460.0,0.10939774594076822,0.40976257711798464,0.01990198370257316,0.26864058224099835,0.08706934704984665,0.10531734265454881,6.091109369944852,2.4,360.71746941274915,-1.0292523720346022e-06,-4.052642068224803e-06,-5.419980371665649e-06,6.189749912734913e-06,1.4058289115326051e-06,2.544903582100537e-06
2490.0,0.10936686836960718,0.4096409978559379,0.019739384291423193,0.2688262747383804,0.08711152191719262,0.10539368976201183,6.091109369944852,2.4,360.5985214747757,3.752496340676883e-06,9.81028328100819e-06,7.463126197119032e-06,-1.1989907180210201e-05,-4.93077512031916e-06,-4.422876353711394e-06
2520.0,0.10947944325982749,0.40993530635436815,0.019963278077336763,0.2684665775229741,0.08696359866358304,0.1052610034714005,6.091109369944852,2.4,360.69659896885815,-1.4278533880237798e-06,-5.996845991286795e-06,-8.064167026410912e-06,9.24844238023748e-06,2.099782147568427e-06,3.8614347824989144e-06
2550.0,0.10943660765818677,0.40975540097462954,0.019721353066544437,0.26874403079438125,0.08702659212801009,0.10537684651487546,6.091109369944852,2.4,360.49905272831603,6.374640628876718e-06,1.5998939969108925e-05,1.1423721216101364e-05,-1.915151021406579e-05,-7.89029971248819e-06,-7.00090635714971e-06
2580.0,0.10962784687705308,0.41023536917370285,0.020064064703027476,0.26816948548795927,0.08678988313663545,0.10516681932416097,6.091109369944852,2.4,360.66246389238916,-2.2625319389268615e-06,-9.402698412040668e-06,-1.2205968607280784e-05,1.4365670729106618e-05,3.2333177181322686e-06,6.056498722569843e-06
2610.0,0.10955997091888528,0.4099532882213416,0.019697885644809055,0.2686004556098324,0.08688688266817941,0.10534851428583807,6.091109369944852,2.4,360.3146279824581,1.1295366931109875e-05,2.7255024266148226e-05,1.7863278475836332e-05,-3.1844305377449296e-05,-1.3191193984902326e-05,-1.1567774353830231e-05
2640.0,0.10989883192681858,0.41077093894932604,0.020233783999084144,0.2676451264485089,0.08649114684863235,0.10500148105522317,6.091109369944852,2.4,360.6068023305819,-4.00054509151033e-06,-1.5595859193509e-05,-1.8870569344264487e-05,2.325655907061432e-05,5.179498288124284e-06,9.864260134525355e-06
2670.0,0.10977881557407328,0.4103030631735208,0.019667666918756207,0.26834282322062736,0.08664653179727608,0.10529740885925892,6.091109369944852,2.4,359.9589202238425,2.0935383167732872e-05,4.860030057768497e-05,2.8596425612958636e-05,-5.527188361118537e-05,-2.3006686001774052e-05,-2.0000025375263538e-05
2700.0,0.11040687706910526,0.4117610721908513,0.020525559687144968,0.2666846667122918,0.08595633121722285,0.10469740809800103,6.091109369944852,2.4,360.5109497070439,-7.526692849118299e-06,-2.693322963897056e-05,-2.958983236692339e-05,3.8864010913980365e-05,8.480954331800639e-06,1.657603323539506e-05
